Open,High,Low,Close,Volume,Dividends,Stock Splits,Date,symbol
158.07248405049052,163.30352120153978,157.75484290352907,162.43002319335938,130216800,0.0,0.0,2022-04-28,AAPL
160.64331944189206,164.97108134663927,156.0872624434389,156.4842987060547,131747600,0.0,0.0,2022-04-29,AAPL
155.5512654244307,157.06001537260468,152.1366989647349,156.79202270507812,123055300,0.0,0.0,2022-05-02,AAPL
156.98058335110878,159.52166663260488,155.16412827222342,158.30075073242188,88966500,0.0,0.0,2022-05-03,AAPL
158.48936653462445,165.24900962062145,158.08239452091004,164.79241943359375,108256500,0.0,0.0,2022-05-04,AAPL
162.63845992855647,162.86675501261934,153.80425957186412,155.61080932617188,130525300,0.0,0.0,2022-05-05,AAPL
155.08395447367255,158.4936026571159,153.26481511948467,156.34642028808594,116124600,0.23,0.0,2022-05-06,AAPL
154.01036925391517,154.90503619310257,150.5908009245453,151.15740966796875,131577900,0.0,0.0,2022-05-09,AAPL
154.59687961120179,155.80963923479422,152.02224162249638,153.59286499023438,115366700,0.0,0.0,2022-05-10,AAPL
152.58885083507758,154.5272729423361,144.9444949037869,145.63040161132812,142689800,0.0,0.0,2022-05-11,AAPL
141.92255105099636,145.33218399955408,137.97611493656925,141.7137908935547,182602000,0.0,0.0,2022-05-12,AAPL
143.73173984352573,147.2209149127476,142.26052906637716,146.23678588867188,113990900,0.0,0.0,2022-05-13,AAPL
144.68605203455112,146.64435978549926,143.32417372201044,144.6761016845703,86643800,0.0,0.0,2022-05-16,AAPL
147.97639199935685,148.88099402859922,145.80932423524953,148.35414123535156,78336300,0.0,0.0,2022-05-17,AAPL
145.97833689758045,146.48530418965078,139.06957842817226,139.984130859375,109742900,0.0,0.0,2022-05-18,AAPL
139.04969476991928,140.81912770037576,135.78916565077154,136.5347137451172,136095600,0.0,0.0,2022-05-19,AAPL
138.26436573545226,139.8648094703358,131.82283490774202,136.7732696533203,137426100,0.0,0.0,2022-05-20,AAPL
136.97209972871613,142.4096321274767,136.83293134715547,142.26052856445312,117726300,0.0,0.0,2022-05-23,AAPL
139.97419664483849,141.1273149143084,136.5148570046467,139.52687072753906,104132700,0.0,0.0,2022-05-24,AAPL
137.60830726921455,140.94836376619722,137.5188451268119,139.6859130859375,92482700,0.0,0.0,2022-05-25,AAPL
136.57448937317744,143.48323301222018,136.32597330581464,142.9265594482422,90601500,0.0,0.0,2022-05-26,AAPL
144.5269970633591,148.79152591451535,144.39776386028225,148.75177001953125,90978500,0.0,0.0,2022-05-27,AAPL
148.1851428567889,149.7657011374338,145.96836898984648,147.9564971923828,103718400,0.0,0.0,2022-05-31,AAPL
149.01020935856815,150.83929891432072,146.8033857418728,147.82728576660156,74286600,0.0,0.0,2022-06-01,AAPL
146.95251237676285,150.37209564866572,145.9882688901548,150.3124542236328,72348100,0.0,0.0,2022-06-02,AAPL
146.0280260003099,147.0916819829755,143.60252207554646,144.51705932617188,88570300,0.0,0.0,2022-06-03,AAPL
146.15725373622604,147.68812105258894,144.03989219979607,145.2725372314453,71598400,0.0,0.0,2022-06-06,AAPL
143.49316548504493,148.1155576948117,143.24464944864422,147.82728576660156,67808200,0.0,0.0,2022-06-07,AAPL
147.69807158758232,148.9804078264753,146.58472445501064,147.08175659179688,53950200,0.0,0.0,2022-06-08,AAPL
146.20696726486935,147.07179828224545,141.6839720312444,141.79331970214844,69473000,0.0,0.0,2022-06-09,AAPL
139.4473208552486,139.92446741077853,136.24643300747974,136.31602478027344,91437900,0.0,0.0,2022-06-10,AAPL
132.08131238874049,134.39748391747762,130.65980778827074,131.09719848632812,122207100,0.0,0.0,2022-06-13,AAPL
132.33976840465368,133.09525171671402,130.69955341580382,131.97195434570312,84784300,0.0,0.0,2022-06-14,AAPL
133.4928661247109,136.5247647725926,131.37551982980906,134.6260986328125,91533000,0.0,0.0,2022-06-15,AAPL
131.29600842395914,131.60416591563296,128.2740445990834,129.28799438476562,108123900,0.0,0.0,2022-06-16,AAPL
129.2979523929446,132.29008051267164,129.03948596406462,130.7790985107422,134520300,0.0,0.0,2022-06-17,AAPL
132.62805265999316,136.24644598451806,132.52865533424054,135.06350708007812,81000500,0.0,0.0,2022-06-21,AAPL
133.98991162861677,136.94228362149997,133.11514541576665,134.54660034179688,73409200,0.0,0.0,2022-06-22,AAPL
136.00787443492956,137.76735719063672,134.8249355812244,137.4492645263672,72433800,0.0,0.0,2022-06-23,AAPL
139.06957488152463,141.06765362211425,138.94035685049795,140.8191375732422,89116800,0.0,0.0,2022-06-24,AAPL
141.852957662535,142.63827687117166,140.13323085144071,140.8191375732422,70207900,0.0,0.0,2022-06-27,AAPL
141.2863549868552,142.56869117973363,136.50490842946073,136.6241912841797,67083400,0.0,0.0,2022-06-28,AAPL
136.6440816114071,139.83501943285395,135.8587623417033,138.403564453125,66242400,0.0,0.0,2022-06-29,AAPL
136.43531535202467,137.5486624340371,132.9759760841887,135.90846252441406,98964500,0.0,0.0,2022-06-30,AAPL
135.23248650219884,138.21467908914858,134.85475242223868,138.10533142089844,71051600,0.0,0.0,2022-07-01,AAPL
136.95222989609485,140.76943280643897,136.11720443528156,140.7197265625,73353800,0.0,0.0,2022-07-05,AAPL
140.5109974401778,143.2645446803833,140.24259582717175,142.07167053222656,74064300,0.0,0.0,2022-07-06,AAPL
142.43944371975286,145.68010251864976,142.4295085389261,145.48129272460938,66253700,0.0,0.0,2022-07-07,AAPL
144.39775752241124,146.67417299190458,144.13930629581776,146.1671905517578,64547800,0.0,0.0,2022-07-08,AAPL
144.80532516681674,145.76956862079976,142.9265445007683,144.01007080078125,63141600,0.0,0.0,2022-07-11,AAPL
144.89478917503547,147.5688242416985,144.18901210261114,144.99420166015625,77588800,0.0,0.0,2022-07-12,AAPL
142.1412433448499,145.58069693247057,141.27639718908037,144.62640380859375,71185600,0.0,0.0,2022-07-13,AAPL
143.2247733206695,148.06586117372092,142.39969820547105,147.58871459960938,78140700,0.0,0.0,2022-07-14,AAPL
148.89092582124195,149.96451691367687,147.32030265832128,149.2786102294922,76259900,0.0,0.0,2022-07-15,AAPL
149.84523508628294,150.6703101490676,145.8292074353362,146.197021484375,81420900,0.0,0.0,2022-07-18,AAPL
147.04197908187322,150.33232925626888,146.037979670128,150.10369873046875,82982400,0.0,0.0,2022-07-19,AAPL
150.22297511881004,152.80754807286752,149.47742697839527,152.13157653808594,64823400,0.0,0.0,2022-07-20,AAPL
153.58292628497466,154.64658231086378,151.0381242375234,154.42788696289062,65086600,0.0,0.0,2022-07-21,AAPL
154.46764054029185,155.35235710082523,152.49939760629263,153.17535400390625,66675400,0.0,0.0,2022-07-22,AAPL
153.0958198683543,154.11970476676498,151.3760930731911,152.0421142578125,53623900,0.0,0.0,2022-07-25,AAPL
151.35620510186567,152.1812801833599,149.90487990749983,150.70013427734375,55138700,0.0,0.0,2022-07-26,AAPL
151.67432716786874,156.3961324202052,151.25682199732188,155.8593292236328,78620700,0.0,0.0,2022-07-27,AAPL
156.04818631562756,156.70427229624255,153.49344933275796,156.41600036621094,81378700,0.0,0.0,2022-07-28,AAPL
160.28292893234354,162.65874193946732,158.55325163575895,161.54537963867188,101786900,0.0,0.0,2022-07-29,AAPL
160.05428317100592,162.61897081610616,159.93500031204866,160.5513153076172,67829400,0.0,0.0,2022-08-01,AAPL
159.1496732223623,161.4459589349122,158.68246186797518,159.06019592285156,59907000,0.0,0.0,2022-08-02,AAPL
159.88529704217228,165.6011667196445,159.79583489628837,165.14390563964844,82507500,0.0,0.0,2022-08-03,AAPL
165.02458494388097,166.19758853448667,163.4539617584821,164.82577514648438,55474100,0.0,0.0,2022-08-04,AAPL
162.46659570315956,165.0945700665609,162.2575455562735,164.5968475341797,56697000,0.23,0.0,2022-08-05,AAPL
165.6121861116893,167.0456293966968,163.452072201941,164.1190185546875,60276900,0.0,0.0,2022-08-08,AAPL
163.27289827223376,165.06470236627078,162.50640134520125,164.16879272460938,63135500,0.0,0.0,2022-08-09,AAPL
166.9162243798202,168.568666864546,166.1397784295103,168.46913146972656,70170500,0.0,0.0,2022-08-10,AAPL
169.28537493742343,170.21114668950327,167.42389764065254,167.7225341796875,57149200,0.0,0.0,2022-08-11,AAPL
169.04647249363725,171.38575906506534,168.62837223868377,171.3160858154297,68039400,0.0,0.0,2022-08-12,AAPL
170.73873170930455,172.6002090102496,170.56950788097186,172.401123046875,54091700,0.0,0.0,2022-08-15,AAPL
171.9930057866333,172.9187776421852,170.8781121181972,172.2418670654297,56377100,0.0,0.0,2022-08-16,AAPL
171.9830376958416,175.34763148263838,171.78395173278088,173.7549285888672,79542000,0.0,0.0,2022-08-17,AAPL
172.95856331771208,174.10331895604344,172.33142812683786,173.3567352294922,62290100,0.0,0.0,2022-08-18,AAPL
172.24184017601183,172.94861278074262,170.52967363004328,170.7387237548828,70346300,0.0,0.0,2022-08-19,AAPL
168.9170553442342,169.08627916236733,166.37866769366843,166.8067169189453,69026800,0.0,0.0,2022-08-22,AAPL
166.3189510457003,167.94153124283767,165.89090180081593,166.46826171875,54147100,0.0,0.0,2022-08-23,AAPL
166.5578717853772,167.3442666855881,165.49273829915097,166.76690673828125,53841500,0.0,0.0,2022-08-24,AAPL
168.0112022001409,169.36500797802148,167.5831681503852,169.25550842285156,51218200,0.0,0.0,2022-08-25,AAPL
169.793081063123,170.27089046674857,162.81500106500457,162.87472534179688,78961000,0.0,0.0,2022-08-26,AAPL
160.41594944233609,162.15797812466056,159.09202101034003,160.64491271972656,73314000,0.0,0.0,2022-08-29,AAPL
161.39150667931608,161.81954074898485,157.0015904759361,158.18617248535156,77906200,0.0,0.0,2022-08-30,AAPL
159.57978180663423,159.8485562033803,156.42422305277157,156.5038604736328,87991100,0.0,0.0,2022-08-31,AAPL
155.92649912624987,157.6983899535369,153.96547132482243,157.24049377441406,74229900,0.0,0.0,2022-09-01,AAPL
159.02233643490595,159.62955848363723,154.2641106193204,155.10028076171875,76957800,0.0,0.0,2022-09-02,AAPL
155.75729197283712,156.37446305826003,152.9899558817463,153.8261260986328,73714800,0.0,0.0,2022-09-06,AAPL
154.1148117673296,155.95637601819058,152.91031655919846,155.24961853027344,87449600,0.0,0.0,2022-09-07,AAPL
153.9356120155937,155.64777860652444,151.9845331598988,153.75643920898438,84923800,0.0,0.0,2022-09-08,AAPL
154.76184346018334,157.101145408258,154.04512180755137,156.65318298339844,68028800,0.0,0.0,2022-09-09,AAPL
158.86307204220188,163.51179860761485,158.5743996607004,162.68557739257812,104956000,0.0,0.0,2022-09-12,AAPL
159.17164584297169,159.80873002106605,152.67139135436827,153.13925170898438,122656600,0.0,0.0,2022-09-13,AAPL
154.08491868904255,156.38440930584954,152.91030092699302,154.60255432128906,87965400,0.0,0.0,2022-09-14,AAPL
153.94557795828587,154.53290210854573,150.69048343197173,151.67596435546875,90481100,0.0,0.0,2022-09-15,AAPL
150.52125175695986,150.66061345552103,147.69417628869783,150.01356506347656,162278800,0.0,0.0,2022-09-16,AAPL
148.62988793223016,153.8559740912497,148.42085299186897,153.77633666992188,81474200,0.0,0.0,2022-09-19,AAPL
152.70126041355238,157.35995101843312,152.3827259047021,156.18531799316406,107689800,0.0,0.0,2022-09-20,AAPL
156.6233119309839,158.0169440381166,152.90035736932626,153.01980590820312,101696800,0.0,0.0,2022-09-21,AAPL
151.68592018358595,153.7663966735104,150.22261475841006,152.04428100585938,86652500,0.0,0.0,2022-09-22,AAPL
150.50134473820444,150.78006814668885,147.88331930570453,149.7447967529297,96029900,0.0,0.0,2022-09-23,AAPL
148.97830735837348,153.06958705361166,148.95839420470355,150.083251953125,93339400,0.0,0.0,2022-09-26,AAPL
152.0442879656901,154.01526498377237,149.2669876686188,151.06874084472656,84442700,0.0,0.0,2022-09-27,AAPL
146.96749480633954,149.95382971721554,144.18024585166498,149.157470703125,146691400,0.0,0.0,2022-09-28,AAPL
145.43451473637273,146.0516857510214,140.0391896864294,141.83099365234375,128138200,0.0,0.0,2022-09-29,AAPL
140.63645242137906,142.44816940659013,137.37139440713477,137.5704803466797,124925300,0.0,0.0,2022-09-30,AAPL
137.58047007702714,142.41833373425914,137.06283438661472,141.8011474609375,114311700,0.0,0.0,2022-10-03,AAPL
144.36939106627057,145.55397307881432,143.60289414239773,145.4345245361328,87830100,0.0,0.0,2022-10-04,AAPL
143.41376560059146,146.70868605505095,142.35858116248943,145.73313903808594,79471000,0.0,0.0,2022-10-05,AAPL
145.14583683672998,146.86795247901796,144.55852791671353,144.76756286621094,68402200,0.0,0.0,2022-10-06,AAPL
141.89072629628572,142.4481882658129,138.81480483362617,139.45188903808594,85925600,0.0,0.0,2022-10-07,AAPL
139.7803955078125,141.24370098214837,137.93883123396463,139.7803955078125,74899000,0.0,0.0,2022-10-10,AAPL
139.26274664592904,140.7061540185606,137.59040637014994,138.34693908691406,77033700,0.0,0.0,2022-10-11,AAPL
138.49626416182582,139.72065722745282,137.5306813214245,137.70985412597656,70433700,0.0,0.0,2022-10-12,AAPL
134.37512419035275,142.9359419603361,133.75793797003382,142.33868408203125,113224000,0.0,0.0,2022-10-13,AAPL
143.65266093622793,143.86171106284334,137.56054259117877,137.7496795654297,88598000,0.0,0.0,2022-10-14,AAPL
140.42744452045895,142.24909564761458,139.63108541976985,141.76133728027344,85250900,0.0,0.0,2022-10-17,AAPL
144.8273100080973,146.03179004765562,139.9695331621316,143.09523010253906,99136600,0.0,0.0,2022-10-18,AAPL
141.04461321184104,144.2897586445934,140.85547621984662,143.20472717285156,61758300,0.0,0.0,2022-10-19,AAPL
142.36855238224734,145.2254747565447,142.00022739259177,142.7368621826172,64522000,0.0,0.0,2022-10-20,AAPL
142.21921523266434,147.1765420229725,142.00021612838802,146.59918212890625,86548600,0.0,0.0,2022-10-21,AAPL
146.51954126566565,149.5456871610854,145.3349593720056,148.7692413330078,75981900,0.0,0.0,2022-10-24,AAPL
149.40633639660382,151.79541351004758,148.67966579964246,151.64608764648438,74732300,0.0,0.0,2022-10-25,AAPL
150.27237521709898,151.29768229282683,147.36566261815764,148.66970825195312,88194300,0.0,0.0,2022-10-26,AAPL
147.3955513620431,148.37108322837702,143.4734955540275,144.14044189453125,109180200,0.0,0.0,2022-10-27,AAPL
147.524959875762,156.7826022867412,147.146701068801,155.03062438964844,164762400,0.0,0.0,2022-10-28,AAPL
152.46236770895953,153.53745018712314,151.22801037715254,152.64154052734375,97943200,0.0,0.0,2022-10-31,AAPL
154.37362036897557,154.74193017736275,148.45072535195624,149.9637908935547,80379300,0.0,0.0,2022-11-01,AAPL
148.2715272788731,151.47686134141347,144.3395226312579,144.369384765625,93604600,0.0,0.0,2022-11-02,AAPL
141.41291380459072,142.14954857031054,138.11799329571375,138.24740600585938,97918500,0.0,0.0,2022-11-03,AAPL
141.67739839146884,142.25571602539085,133.98979504761095,137.97817993164062,140814800,0.23,0.0,2022-11-04,AAPL
136.71187494412393,138.7459447113119,135.27605383105845,138.51661682128906,83374600,0.0,0.0,2022-11-07,AAPL
140.00230151135142,141.01932882924822,137.09078200847432,139.09494018554688,89908500,0.0,0.0,2022-11-08,AAPL
138.09784287304672,138.14770073286493,134.19919253829568,134.47837829589844,74917800,0.0,0.0,2022-11-09,AAPL
140.82988545567022,146.44352722167972,139.0949324341172,146.4435272216797,118854000,0.0,0.0,2022-11-10,AAPL
145.3965814876276,149.57440196650734,143.95077976339013,149.2653045654297,93979700,0.0,0.0,2022-11-11,AAPL
148.53744042537275,149.8436341739297,147.00190356814335,147.8494415283203,73374100,0.0,0.0,2022-11-14,AAPL
151.77800221807175,153.1440193003719,148.12862605534028,149.6043243408203,89868300,0.0,0.0,2022-11-15,AAPL
148.69698024710706,149.434821792478,146.86231144077982,148.3579559326172,64218300,0.0,0.0,2022-11-16,AAPL
146.00481200715086,151.040151644434,145.72562624481876,150.28236389160156,80389400,0.0,0.0,2022-11-17,AAPL
151.86775059820192,152.25661758651498,149.53454866832357,150.8507080078125,74829600,0.0,0.0,2022-11-18,AAPL
149.7239815924679,149.93336329190794,147.29106422623806,147.58021545410156,58724100,0.0,0.0,2022-11-21,AAPL
147.69987654463006,149.9832203271232,146.5033488393162,149.74391174316406,51804100,0.0,0.0,2022-11-22,AAPL
149.01604127960607,151.389135378669,148.90636007634308,150.63134765625,58301400,0.0,0.0,2022-11-23,AAPL
147.87934785508065,148.44770004148523,146.69280083951895,147.679931640625,35195900,0.0,0.0,2022-11-25,AAPL
144.7185658439649,146.21421039184156,142.9636817183369,143.80123901367188,69246000,0.0,0.0,2022-11-28,AAPL
143.8710217179754,144.3895160658704,139.94247498643057,140.7600860595703,83763800,0.0,0.0,2022-11-29,AAPL
140.98940559475224,148.28815754764392,140.14188289933608,147.60015869140625,111380900,0.0,0.0,2022-11-30,AAPL
147.7796482542893,148.69697501795247,146.18428809997297,147.8793487548828,71250400,0.0,0.0,2022-12-01,AAPL
145.5361793551968,147.57024906688181,145.22706672901361,147.38079833984375,65447400,0.0,0.0,2022-12-02,AAPL
147.34092809265317,150.4817754282088,145.34673544417788,146.20423889160156,68826400,0.0,0.0,2022-12-05,AAPL
146.64296529884095,146.87229319584745,141.50791004464085,142.4950408935547,64727200,0.0,0.0,2022-12-06,AAPL
141.77713215372614,142.95369854139187,139.59348871733064,140.53076171875,69721100,0.0,0.0,2022-12-07,AAPL
141.94664280841226,143.10327827326148,140.69030683316925,142.2357940673828,62128300,0.0,0.0,2022-12-08,AAPL
141.92669294313936,145.1473251565289,140.49087174321687,141.74722290039062,76097000,0.0,0.0,2022-12-09,AAPL
142.28563893242656,144.08041531488556,140.65040160940438,144.07044982910156,70462700,0.0,0.0,2022-12-12,AAPL
149.06590449993192,149.5345410021405,143.82118316999095,145.047607421875,93886200,0.0,0.0,2022-12-13,AAPL
144.92795976304816,146.2341535400636,140.7501236451554,142.79417419433594,82291200,0.0,0.0,2022-12-14,AAPL
140.70025200187996,141.38825084652493,135.6350012421335,136.1036376953125,98931900,0.0,0.0,2022-12-15,AAPL
136.29309308736404,137.25029699703637,133.34168140116367,134.11941528320312,160156900,0.0,0.0,2022-12-16,AAPL
134.7176910074266,134.8074260291495,130.93870246375886,131.9856414794922,79592600,0.0,0.0,2022-12-19,AAPL
131.00848646464317,132.8630862509087,129.51284196650911,131.9158477783203,77432800,0.0,0.0,2022-12-20,AAPL
132.59385740327596,136.4127379338608,132.3645295217865,135.0566864013672,85928000,0.0,0.0,2022-12-21,AAPL
133.95989330945588,134.16927501128094,129.92165027209847,131.84603881835938,77852100,0.0,0.0,2022-12-22,AAPL
130.53985405936263,132.03549860433398,129.26357193147905,131.4771270751953,63814900,0.0,0.0,2022-12-23,AAPL
130.99852144160639,131.0284331145162,128.3462415373972,129.65243530273438,69007800,0.0,0.0,2022-12-27,AAPL
129.29348354787626,130.64953520996153,125.50452193330753,125.67402648925781,85438400,0.0,0.0,2022-12-28,AAPL
127.61835901999605,130.1011267881133,127.35911944760437,129.23365783691406,75703700,0.0,0.0,2022-12-29,AAPL
128.0371436459703,129.57266530290642,127.05998589340601,129.55271911621094,77034200,0.0,0.0,2022-12-30,AAPL
129.90170365209343,130.51989848424932,123.80944470185673,124.70683288574219,112117500,0.0,0.0,2023-01-03,AAPL
126.52155524630473,128.28642004590714,124.71681328707372,125.99309539794922,89113600,0.0,0.0,2023-01-04,AAPL
126.7608485723499,127.39898958918565,124.39773523436911,124.65697479248047,80962700,0.0,0.0,2023-01-05,AAPL
125.64411106238789,129.91167454360263,124.52736043072298,129.24362182617188,87754700,0.0,0.0,2023-01-06,AAPL
130.0911575919093,133.0226231958576,129.51283990277483,129.77207946777344,70790800,0.0,0.0,2023-01-09,AAPL
129.88176632585493,130.878862685467,127.74798072486442,130.35040283203125,63896200,0.0,0.0,2023-01-10,AAPL
130.8688853540207,133.12231744556988,130.0811859955951,133.10238647460938,69458900,0.0,0.0,2023-01-11,AAPL
133.49126528964032,133.87015155986583,131.05834774158495,133.0226287841797,71379600,0.0,0.0,2023-01-12,AAPL
131.6466293553823,134.52823718696538,131.27770857596832,134.3686981201172,57809700,0.0,0.0,2023-01-13,AAPL
134.43849533070656,136.89134369721103,133.74053096684275,135.54527282714844,63646600,0.0,0.0,2023-01-17,AAPL
136.4227237306548,138.20751942193962,134.6379128248878,134.81739807128906,69672800,0.0,0.0,2023-01-18,AAPL
133.69068069011047,135.85437794802175,133.381583255335,134.87722778320312,58280400,0.0,0.0,2023-01-19,AAPL
134.88718969578784,137.61923910485748,133.83027002508047,137.46966552734375,80223600,0.0,0.0,2023-01-20,AAPL
137.71894793573955,142.9038613133989,137.49958551370858,140.7002716064453,81760300,0.0,0.0,2023-01-23,AAPL
139.90257963694276,142.74431018216896,139.89261415114078,142.1161346435547,66435100,0.0,0.0,2023-01-24,AAPL
140.4809049176171,142.01642661071241,138.40694267244209,141.44808959960938,65799300,0.0,0.0,2023-01-25,AAPL
142.7542775786182,143.83114342444904,141.48796099863907,143.5419921875,54105100,0.0,0.0,2023-01-26,AAPL
142.74431030034725,146.8024843395074,142.6645407704189,145.50625610351562,70555800,0.0,0.0,2023-01-27,AAPL
144.53909336941618,145.12737656354096,142.43521946555305,142.58477783203125,64015300,0.0,0.0,2023-01-30,AAPL
142.2856380012917,143.92087531361267,141.86685938387214,143.8710174560547,65874500,0.0,0.0,2023-01-31,AAPL
143.5519536298373,146.18428721844822,140.90965455557173,145.00770568847656,77663600,0.0,0.0,2023-02-01,AAPL
148.4676416812356,150.7410201612484,147.73976559965263,150.382080078125,118339000,0.0,0.0,2023-02-02,AAPL
147.60016214867156,156.9230185179914,147.4007459341663,154.05137634277344,154357300,0.0,0.0,2023-02-03,AAPL
152.12700122890183,152.65546109046608,150.34219019763273,151.2894287109375,69858300,0.0,0.0,2023-02-06,AAPL
150.20259214443786,154.77926069646938,150.20259214443786,154.20094299316406,83322600,0.0,0.0,2023-02-07,AAPL
153.43319745590847,154.1311618864397,150.73105954297898,151.4788818359375,64120100,0.0,0.0,2023-02-08,AAPL
153.33348474722268,153.8818908157431,149.98324020028772,150.4319305419922,56007100,0.0,0.0,2023-02-09,AAPL
149.25356004028248,151.13095286525052,149.01388606279806,150.80140686035156,57450700,0.23,0.0,2023-02-10,AAPL
150.74149350289025,154.04691904486245,150.71153616015494,153.6374969482422,62199000,0.0,0.0,2023-02-13,AAPL
151.90987799280344,153.5576080579504,150.65162386481984,152.98838806152344,61707600,0.0,0.0,2023-02-14,AAPL
152.8985132150285,155.28521135235033,152.66883517540765,155.11544799804688,65573800,0.0,0.0,2023-02-15,AAPL
153.29795998117737,156.11407219148342,153.13819256063618,153.49769592285156,68167900,0.0,0.0,2023-02-16,AAPL
152.13957372972888,152.78866982671798,150.64164559417281,152.33929443359375,59144100,0.0,0.0,2023-02-17,AAPL
149.99252775033253,151.09101443048843,148.20500695740134,148.27490234375,58867200,0.0,0.0,2023-02-21,AAPL
148.6643619041832,149.7428719353195,146.95673244983493,148.70431518554688,51011300,0.0,0.0,2023-02-22,AAPL
149.88268340355657,150.13233808917954,147.03662913008233,149.19363403320312,48394200,0.0,0.0,2023-02-23,AAPL
